	QMCDP007A3_pWPIonly_S1	QMCDP008AB_pWPIonly_S2	QMCDP009AJ_pWPIonly_S3	QMCDP010AM_pWPIHXB_S1	QMCDP011AU_pWPIHXB_S2	QMCDP012A4_pWPIHXB_S3
ENSG00000259519	0	0	0	0	1	1
ENSG00000259932	1	1	0	1	4	2
ENSG00000260035	1	1	0	1	1	0
ENSG00000261709	0	1	0	0	0	0
ENSG00000259338	1	0	0	0	0	0
ENSG00000259520	4	6	5	7	11	6
ENSG00000137860	2	4	0	2	1	3
ENSG00000235390	0	0	1	0	0	1
ENSG00000171766	51	34	11	33	27	15
ENSG00000171763	722	587	588	543	498	463
ENSG00000166920	3	4	5	0	1	2
ENSG00000259354	1	3	2	1	1	1
ENSG00000104154	624	901	596	556	798	923
ENSG00000179362	18	32	25	26	20	21
ENSG00000104164	3191	3773	3607	2404	3218	3272
ENSG00000260170	0	1	2	0	3	0
ENSG00000200419	1	1	0	0	0	2
ENSG00000137767	948	735	1019	1003	854	895
ENSG00000259200	2	5	15	1	3	6
ENSG00000259593	1	0	0	0	1	0
ENSG00000238819	0	0	0	0	0	1
ENSG00000259255	0	0	1	2	0	1
ENSG00000137872	0	2	0	0	1	0
ENSG00000213862	7	11	23	7	10	6
ENSG00000259754	1	5	5	3	1	1
ENSG00000188467	62	89	101	40	80	145
ENSG00000104177	2953	4060	3571	2351	4049	4977
ENSG00000266143	5	0	3	0	3	7
ENSG00000259235	0	1	0	1	0	3
ENSG00000233932	1	0	1	1	1	0
ENSG00000074803	7	5	2	10	8	14
ENSG00000259488	37	31	14	17	12	19
ENSG00000202542	0	3	0	0	0	0
ENSG00000128951	6090	5682	6568	3932	4555	4078
ENSG00000166147	461	346	160	571	714	724
ENSG00000259705	1	2	3	4	8	7
ENSG00000103995	2170	1680	1135	1542	1683	1643
ENSG00000259216	12	3	1	4	4	6
ENSG00000259469	6	5	5	3	3	4
ENSG00000259700	0	0	0	0	1	0
ENSG00000185634	75	55	35	86	105	84
ENSG00000255302	2465	2370	3144	1263	1749	1612
ENSG00000138593	1838	1766	1017	1658	2036	2556
ENSG00000265942	0	1	0	0	0	0
ENSG00000259656	3	5	2	2	4	1
ENSG00000166200	3798	3603	3543	2256	2792	2296
ENSG00000156958	558	381	385	433	349	319
ENSG00000259467	0	2	1	0	0	0
ENSG00000259545	1	0	0	1	1	0
ENSG00000166262	100	108	131	137	175	212
ENSG00000259531	1	1	0	0	4	1
ENSG00000140285	3	0	2	3	1	1
ENSG00000104047	537	539	597	362	489	420
ENSG00000261597	33	52	36	30	47	52
ENSG00000104043	10	29	14	18	14	25
ENSG00000259188	0	1	0	0	0	0
ENSG00000140284	161	199	175	184	282	185
ENSG00000140287	4	8	8	16	38	34
ENSG00000241175	0	0	0	0	1	0
ENSG00000104064	850	1143	1046	687	864	1031
ENSG00000271819	2	2	4	0	0	3
ENSG00000244879	322	303	240	201	317	342
ENSG00000259715	36	41	31	28	33	23
ENSG00000264109	18	21	12	12	25	21
ENSG00000259465	0	0	0	1	0	0
ENSG00000138592	2265	2091	1540	1821	2060	2162
ENSG00000252376	1	1	1	0	0	0
ENSG00000242737	2	0	0	0	1	1
ENSG00000259618	3	2	2	2	0	1
ENSG00000259298	7	7	5	8	3	11
ENSG00000170236	0	0	1	0	2	2
ENSG00000092439	4135	3931	2406	2969	3812	3937
ENSG00000259684	22	29	20	10	22	14
ENSG00000243027	1	0	1	0	0	1
ENSG00000138600	909	770	698	858	1022	987
ENSG00000081014	1451	1166	749	1149	1340	1367
ENSG00000259378	2	4	2	2	1	6
ENSG00000259240	3	0	0	6	0	0
ENSG00000259204	0	0	0	1	0	0
ENSG00000137869	0	0	0	3	0	1
ENSG00000259306	0	0	1	2	0	0
ENSG00000186417	10	9	13	8	18	19
ENSG00000259678	0	1	0	1	0	0
ENSG00000104093	2606	2620	1174	2193	2644	2972
ENSG00000259668	13	18	6	17	19	17
ENSG00000104112	2	1	4	0	1	3
ENSG00000259241	0	1	6	0	0	0
ENSG00000259296	1	3	0	1	1	0
ENSG00000140280	611	729	1276	533	966	908
ENSG00000128872	1739	1896	1223	1329	1715	1884
ENSG00000259377	5	1	3	2	0	1
ENSG00000138594	2957	2541	1870	2275	2489	2933
ENSG00000207484	0	1	0	0	0	0
ENSG00000259201	1	1	1	0	2	3
ENSG00000272337	0	0	1	0	0	2
ENSG00000259556	9	9	13	8	19	7
ENSG00000166477	1902	2010	1701	1385	1397	1265
ENSG00000069956	3079	2838	2249	2323	2623	2780
ENSG00000259438	5	8	3	3	4	3
ENSG00000259712	4	1	4	0	1	1
ENSG00000242327	0	1	2	0	0	0
ENSG00000137875	1	1	0	1	3	5
ENSG00000259327	6	8	7	6	3	9
ENSG00000069966	1357	1299	1050	1002	1245	1178
ENSG00000259709	3	1	1	2	5	4
ENSG00000206995	0	0	2	0	1	0
ENSG00000259577	26	29	42	22	43	43
ENSG00000128833	188	161	103	254	267	256
ENSG00000197535	2005	1627	885	2093	2429	2794
ENSG00000231169	2	1	1	0	1	0
ENSG00000128989	7487	6362	5989	4271	5571	6863
ENSG00000260618	4	6	3	3	8	15
ENSG00000047346	717	761	643	843	1161	1160
ENSG00000259935	1	1	2	0	0	0
ENSG00000169856	43	64	21	35	94	72
ENSG00000259203	0	4	0	2	2	1
ENSG00000259612	6	6	12	4	6	6
ENSG00000166415	0	0	0	0	1	1
ENSG00000137766	10	25	44	5	34	62
ENSG00000137876	5151	6235	8773	3056	4723	3956
ENSG00000069974	849	924	654	1134	1267	1377
ENSG00000225973	175	182	243	158	187	170
ENSG00000069943	231	358	327	211	351	334
ENSG00000260916	12	22	14	22	26	36
ENSG00000261771	0	0	0	0	0	1
ENSG00000261652	0	0	0	0	2	0
ENSG00000256061	8	9	8	10	10	8
ENSG00000260036	0	0	0	1	0	0
ENSG00000171016	80	20	22	47	18	14
ENSG00000166450	1	1	0	2	1	0
ENSG00000069869	1202	1496	898	972	1469	1272
ENSG00000230183	2	4	3	2	0	1
ENSG00000181827	3814	3720	2091	2678	3162	3502
ENSG00000261072	2	0	1	0	1	0
ENSG00000151575	183	188	131	161	158	147
ENSG00000261823	3	0	1	2	2	6
ENSG00000138587	224	274	221	107	124	106
ENSG00000260392	0	1	2	1	0	2
ENSG00000137871	1385	2177	1989	851	1592	1822
ENSG00000140262	9006	10672	7628	5419	6784	7210
ENSG00000260689	8	8	0	4	5	7
ENSG00000239035	1	0	1	0	0	0
ENSG00000247982	14	31	22	24	24	53
ENSG00000260172	2	3	5	1	4	3
ENSG00000260870	2	0	0	0	0	0
ENSG00000128849	31	182	80	43	165	126
ENSG00000255529	1205	1358	1416	847	1460	1601
ENSG00000261219	1	0	0	0	0	0
ENSG00000128918	7555	13024	6753	2321	1211	621
ENSG00000259477	2	6	0	1	0	1
ENSG00000103569	0	0	0	1	0	0
ENSG00000166035	70	52	49	78	133	177
ENSG00000259293	2	3	0	9	15	13
ENSG00000259476	0	0	0	3	1	2
ENSG00000259250	64	45	38	61	100	94
ENSG00000137845	8362	6542	4938	10324	11696	11883
ENSG00000239100	1	2	3	4	2	2
ENSG00000270986	2	0	0	0	1	2
ENSG00000182625	0	0	0	1	0	0
ENSG00000199730	0	0	0	0	1	0
ENSG00000245975	8	2	4	5	2	2
ENSG00000128923	1700	1303	785	1868	2531	2732
ENSG00000259402	0	0	1	1	1	1
ENSG00000259353	0	0	0	1	0	1
ENSG00000259738	1	0	0	0	2	0
ENSG00000157450	1710	1802	1130	1516	2028	2047
ENSG00000242747	2	0	1	0	1	0
ENSG00000137776	4690	6559	5272	4138	6496	6675
ENSG00000225798	0	1	0	0	0	3
ENSG00000241640	0	2	0	0	0	0
ENSG00000157456	4588	5082	4522	4041	3879	3650
ENSG00000259732	0	0	0	2	1	1
ENSG00000157483	25	25	30	26	29	72
ENSG00000268327	0	0	2	1	1	2
ENSG00000221096	0	1	0	0	1	0
ENSG00000253030	0	3	0	1	4	6
ENSG00000171989	0	0	0	0	3	2
ENSG00000259771	0	0	0	0	0	1
ENSG00000157470	157	327	263	86	277	233
ENSG00000259750	0	0	0	0	1	0
ENSG00000259674	0	0	0	0	2	3
ENSG00000240238	0	2	0	0	0	0
ENSG00000140297	1	0	2	3	1	6
ENSG00000140307	1723	1587	1899	926	1109	1080
ENSG00000227161	0	0	0	0	0	2
ENSG00000140299	3887	4013	3959	2607	4021	4602
ENSG00000259657	8	3	10	2	7	14
ENSG00000259238	0	0	0	0	2	1
ENSG00000234797	169	265	304	141	196	144
ENSG00000171956	17	38	21	45	132	189
ENSG00000259223	0	0	0	0	1	0
ENSG00000182718	1297	1688	1779	1378	1851	1916
ENSG00000242667	0	0	2	0	0	0
ENSG00000128915	3878	3492	2956	2370	2717	2934
ENSG00000245534	13	13	11	6	11	8
ENSG00000069667	1156	779	592	1726	1463	1998
ENSG00000259274	0	1	0	0	0	0
ENSG00000259513	0	1	0	0	0	1
ENSG00000129003	4416	6413	3058	3632	6339	8114
ENSG00000264376	0	0	0	0	1	0
ENSG00000259251	4	5	2	3	8	13
ENSG00000198535	0	4	1	0	0	1
ENSG00000205502	1	0	2	0	0	0
ENSG00000166104	4	5	7	4	4	7
ENSG00000260062	2	0	1	0	1	1
ENSG00000261296	0	1	0	0	0	0
ENSG00000260957	0	1	0	0	0	0
ENSG00000259557	0	0	1	0	0	0
ENSG00000171914	400	903	413	288	968	805
ENSG00000265317	3	0	1	0	0	1
ENSG00000259370	0	0	0	0	1	0
ENSG00000259394	2	0	0	0	0	0
ENSG00000140416	451	533	390	370	402	328
ENSG00000259498	1	0	0	0	1	0
ENSG00000259672	0	0	0	1	0	0
ENSG00000103642	1314	1273	1351	935	993	901
ENSG00000185088	754	964	874	744	781	728
ENSG00000166128	3827	4130	3877	3356	5129	6347
ENSG00000138613	1033	1156	813	835	1013	972
ENSG00000074410	3	0	0	1	3	0
ENSG00000140455	1620	1597	1350	1463	1745	2018
ENSG00000259248	18	25	25	14	29	21
ENSG00000197361	9	15	9	2	5	5
ENSG00000103657	2651	3108	1362	2297	2750	3395
ENSG00000259589	0	0	0	2	0	0
ENSG00000035664	6	17	6	1	22	7
ENSG00000166797	1385	1189	1452	961	1125	971
ENSG00000028528	3924	4218	3656	3212	3714	3599
ENSG00000201071	0	1	0	0	0	0
ENSG00000157734	83	29	18	52	26	29
ENSG00000166794	1770	1738	1689	1565	1539	1363
ENSG00000169118	1630	1438	867	1461	1556	1646
ENSG00000259316	2	4	2	6	3	3
ENSG00000166803	3058	2523	3133	2442	2833	2503
ENSG00000103671	699	690	680	696	751	755
ENSG00000264600	0	0	0	0	1	1
ENSG00000265067	0	1	0	0	0	0
ENSG00000180357	2856	3121	1595	2403	3092	3351
ENSG00000259682	1	1	0	0	0	1
ENSG00000248415	0	0	1	0	1	2
ENSG00000243403	1	7	6	6	5	0
ENSG00000239465	0	0	0	0	1	0
ENSG00000207162	0	0	0	0	1	0
ENSG00000180304	2010	2161	2242	1993	2293	2326
ENSG00000264937	3	2	2	2	5	14
ENSG00000259635	1	0	1	2	1	4
ENSG00000166831	30	164	132	55	294	407
ENSG00000140451	490	434	587	337	411	486
ENSG00000249240	0	1	1	0	0	1
ENSG00000241839	319	293	295	371	481	592
ENSG00000166839	91	134	148	112	303	399
ENSG00000090487	2914	3044	2796	1843	2382	2441
ENSG00000103707	893	856	794	560	579	497
ENSG00000270218	4	1	0	2	1	2
ENSG00000186198	0	1	0	0	0	0
ENSG00000103710	0	0	0	0	3	0
ENSG00000234438	2	0	2	0	0	0
ENSG00000246922	79	84	68	60	75	112
ENSG00000259258	0	0	0	0	1	0
ENSG00000090470	2055	2100	1960	1449	1536	1582
ENSG00000166855	3115	2934	2510	2095	2361	2326
ENSG00000138615	1	2	0	2	2	1
ENSG00000201709	0	0	0	0	0	2
ENSG00000138617	986	1173	974	806	1112	1083
ENSG00000206903	1	0	1	1	0	1
ENSG00000199568	1	1	1	1	2	2
ENSG00000259346	0	0	0	1	1	0
ENSG00000200156	0	1	1	0	0	0
ENSG00000174498	5	0	0	0	1	0
ENSG00000103742	11	19	9	11	10	10
ENSG00000074603	2658	2659	1950	1719	2368	2901
ENSG00000270690	2	0	0	2	1	1
ENSG00000259232	0	0	1	0	4	2
ENSG00000252217	0	1	0	0	0	1
ENSG00000074696	4712	4863	3889	3682	4056	4128
ENSG00000207449	0	0	0	2	0	1
ENSG00000238715	4	8	4	3	3	5
ENSG00000138614	2813	2881	2386	2340	2278	2120
ENSG00000074621	527	405	220	402	371	364
ENSG00000174485	1209	1262	676	916	1029	1016
ENSG00000238311	1	0	4	0	0	0
ENSG00000103769	4272	4674	4445	2944	3971	4113
ENSG00000259924	3	2	1	2	4	0
ENSG00000249271	1	3	1	2	0	0
ENSG00000157890	8	21	25	9	14	33
ENSG00000261318	0	6	1	0	1	0
ENSG00000166938	2149	2406	1648	1573	1821	1729
ENSG00000260773	4	10	12	3	9	16
ENSG00000075131	1130	1022	987	833	945	895
ENSG00000252712	0	0	1	0	0	0
ENSG00000223271	0	0	0	1	0	0
ENSG00000169032	1803	1873	1830	1763	2549	2434
ENSG00000243404	0	0	0	3	1	5
ENSG00000269999	5	8	11	5	7	5
ENSG00000261351	18	28	26	16	10	30
ENSG00000174446	728	765	680	492	511	438
ENSG00000266589	0	1	3	2	2	1
ENSG00000174444	36238	46736	47875	25630	31288	22629
ENSG00000174442	2419	2417	2123	2066	2473	2671
ENSG00000188501	12	16	13	10	19	35
ENSG00000259471	2	0	3	0	1	1
ENSG00000137834	484	1031	978	249	846	789
ENSG00000270490	1	0	0	1	0	1
ENSG00000259246	0	0	0	0	1	0
ENSG00000166949	922	1103	669	1281	1829	2167
ENSG00000103591	2595	2415	2303	2303	2005	1860
ENSG00000242634	1	2	0	0	0	0
ENSG00000103599	126	102	85	105	91	109
ENSG00000259673	139	62	52	141	99	119
ENSG00000189227	340	346	470	182	251	202
ENSG00000270964	26	27	30	15	27	29
ENSG00000137764	1121	1474	1284	865	1138	1055
ENSG00000259512	0	0	0	0	2	0
ENSG00000188779	13	31	32	18	38	44
ENSG00000259410	1	0	2	0	1	1
ENSG00000245719	1	2	0	2	5	0
ENSG00000206625	0	0	1	1	0	0
ENSG00000033800	1750	1833	1098	1385	1784	1869
ENSG00000129007	397	372	478	297	407	494
ENSG00000260007	14	9	17	0	0	2
ENSG00000128973	1185	1123	937	1067	1206	1226
ENSG00000264779	0	1	0	0	0	0
ENSG00000260602	0	0	0	0	0	1
ENSG00000260657	2	2	2	0	0	1
ENSG00000169018	3020	2808	2351	2035	2584	2825
ENSG00000261425	1	0	0	0	1	0
ENSG00000137809	1	2	1	1	3	2
ENSG00000103647	0	0	0	1	4	3
ENSG00000140350	10529	10216	10941	7368	7802	7680
ENSG00000265195	2	2	0	0	0	0
ENSG00000258484	0	5	2	0	0	2
ENSG00000259286	0	1	1	3	1	1
ENSG00000255346	3	1	2	2	3	0
ENSG00000138604	419	508	341	499	778	751
ENSG00000137819	5	5	5	4	3	0
ENSG00000259426	4	7	3	4	2	2
ENSG00000137807	3069	2807	2399	2442	2265	2397
ENSG00000259191	0	0	0	2	3	2
ENSG00000137818	19078	21675	31599	13399	18293	15822
ENSG00000207119	0	3	4	4	0	2
ENSG00000259215	3	5	4	3	8	8
ENSG00000245750	4	13	7	4	12	13
ENSG00000259457	0	0	0	0	0	1
ENSG00000259641	0	0	0	0	1	0
ENSG00000140332	3752	3983	3227	3136	4368	5139
ENSG00000137831	181	440	255	109	360	303
ENSG00000259624	0	0	0	0	0	1
ENSG00000235420	0	0	0	0	0	1
ENSG00000267539	1	0	0	0	0	1
ENSG00000166173	134	188	170	129	199	197
ENSG00000259744	0	1	0	0	1	1
ENSG00000137821	4	0	0	2	0	1
ENSG00000259470	0	0	0	0	1	0
ENSG00000129028	1	0	0	0	0	0
ENSG00000242276	1	2	1	0	0	0
ENSG00000187720	3	0	0	1	2	0
ENSG00000259781	1619	1723	2063	1073	1409	1373
ENSG00000212664	10	3	9	5	8	5
ENSG00000031544	0	1	0	0	0	0
ENSG00000260037	4	1	3	2	1	2
ENSG00000066933	1244	1370	692	1092	1476	1824
ENSG00000261632	1	0	0	0	0	0
ENSG00000260576	0	1	1	1	0	0
ENSG00000222094	0	0	0	1	0	0
ENSG00000166192	110	83	106	113	119	104
ENSG00000175318	5	9	3	4	5	1
ENSG00000067225	39968	30455	28197	30391	34383	28101
ENSG00000137817	1031	1164	947	920	1245	1289
ENSG00000261460	15	11	13	11	12	13
ENSG00000260729	0	4	4	2	7	7
ENSG00000213614	753	816	819	767	904	869
ENSG00000260339	4	10	1	11	6	15
ENSG00000243007	0	2	0	0	2	0
ENSG00000261423	15	8	8	15	11	18
ENSG00000271072	0	1	0	0	0	0
ENSG00000261187	2	2	0	4	3	5
ENSG00000166233	4267	4364	3110	3164	3516	3807
ENSG00000260534	42	71	61	42	53	88
ENSG00000260144	3	1	3	1	2	2
ENSG00000259783	1	1	1	1	1	0
ENSG00000243790	0	1	0	0	0	1
ENSG00000260672	1	3	1	1	0	3
ENSG00000259909	0	0	1	0	0	0
ENSG00000175202	0	1	0	3	0	0
ENSG00000140463	550	690	451	521	722	616
ENSG00000159322	2004	2170	1751	1841	2185	2096
ENSG00000260898	9	7	3	5	4	3
ENSG00000259259	0	0	2	1	2	1
ENSG00000067141	974	1185	684	1188	1584	1747
ENSG00000259691	0	0	0	1	1	0
ENSG00000259440	0	0	1	0	0	0
ENSG00000138622	0	1	1	0	1	1
ENSG00000183324	1	0	1	3	0	2
ENSG00000156642	1019	1077	1026	876	1135	1164
ENSG00000103855	15	0	0	1	1	0
ENSG00000205363	1	0	0	0	0	0
ENSG00000167139	0	4	1	0	0	1
ENSG00000261801	455	539	434	327	495	513
ENSG00000129038	147	135	138	143	166	131
ENSG00000067221	175	186	223	125	173	136
ENSG00000140464	3057	3690	3060	2622	4812	4987
ENSG00000260096	1	0	0	0	0	0
ENSG00000159289	0	1	0	0	0	1
ENSG00000167178	0	1	1	1	1	1
ENSG00000261543	0	0	0	0	0	2
ENSG00000129009	2	1	0	1	1	0
ENSG00000137868	123	126	81	67	142	108
ENSG00000259264	22	23	23	12	13	11
ENSG00000140481	3	4	6	0	2	3
ENSG00000140459	2	0	1	0	0	0
ENSG00000260266	0	1	0	0	0	1
ENSG00000138623	390	686	627	258	439	501
ENSG00000138629	1772	2033	2210	1760	2425	2435
ENSG00000247240	221	244	202	174	229	203
ENSG00000260103	112	119	116	110	150	188
ENSG00000261775	3	9	3	4	8	9
ENSG00000179361	512	435	325	440	524	680
ENSG00000179335	2216	2040	2175	1586	1949	1806
ENSG00000260919	2	0	0	1	0	1
ENSG00000179151	2277	2378	2045	1839	2172	2080
ENSG00000140465	5	20	11	12	43	21
ENSG00000140505	0	1	0	0	0	0
ENSG00000103653	6039	6114	6646	3993	5519	6302
ENSG00000264386	2	0	0	0	0	3
ENSG00000140506	2	2	1	1	0	0
ENSG00000261606	0	2	1	0	1	1
ENSG00000140474	2124	2168	2207	1504	1994	1782
ENSG00000140497	1430	1536	1477	1255	1620	1624
ENSG00000178802	1494	1364	1349	955	1042	889
ENSG00000178761	598	529	486	514	637	680
ENSG00000178741	4728	4549	4848	3582	3070	2782
ENSG00000178718	213	192	202	160	217	177
ENSG00000198794	453	645	523	600	954	972
ENSG00000138621	251	287	299	216	304	268
ENSG00000260152	0	0	2	0	0	2
ENSG00000240366	1	1	0	0	0	0
ENSG00000167173	1722	1789	1383	1107	1839	1810
ENSG00000264950	1	0	0	0	0	0
ENSG00000260660	0	1	0	1	1	3
ENSG00000259790	4	2	6	3	5	3
ENSG00000140365	1253	1135	1575	1015	1225	1212
ENSG00000140398	46	38	27	58	42	157
ENSG00000260591	3	3	5	5	6	3
ENSG00000140400	1438	1158	1150	962	765	934
ENSG00000260274	25	24	19	19	18	11
ENSG00000169375	3654	4201	2809	3055	3801	4183
ENSG00000241890	1	1	0	1	1	0
ENSG00000261714	0	0	1	0	0	1
ENSG00000169410	1576	1739	1276	1739	1986	2359
ENSG00000259931	0	0	0	1	0	1
ENSG00000260269	36	28	30	17	27	14
ENSG00000169371	736	844	816	566	669	657
ENSG00000260206	1	0	0	0	1	1
ENSG00000177971	1464	1424	1604	989	1045	891
ENSG00000173548	224	264	180	303	458	446
ENSG00000173546	6	3	0	5	5	10
ENSG00000203392	2	2	2	0	1	2
ENSG00000182950	1	0	1	0	0	0
ENSG00000246877	2	9	8	7	13	14
ENSG00000260288	4	4	4	1	7	3
ENSG00000256530	8	9	8	11	9	8
ENSG00000260815	1	1	0	0	0	0
ENSG00000261043	8	4	4	3	8	2
ENSG00000140367	2172	1882	2170	2432	3268	3774
ENSG00000266308	0	0	0	0	2	1
ENSG00000167196	1996	1872	1723	1360	1312	1262
ENSG00000169752	78	62	50	45	63	89
ENSG00000260685	1	3	0	0	0	1
ENSG00000169758	38	24	23	27	53	39
ENSG00000259422	2	0	2	0	3	3
ENSG00000140374	2274	2024	2252	1867	1692	1559
ENSG00000259581	0	0	0	0	1	0
ENSG00000159556	219	230	279	205	307	333
ENSG00000259514	10	10	16	26	20	23
ENSG00000270036	0	2	3	0	3	1
ENSG00000140386	997	1262	871	804	1080	1130
ENSG00000261232	0	0	3	0	0	0
ENSG00000117906	3037	2943	3618	2630	2935	2881
ENSG00000243365	0	1	0	0	0	0
ENSG00000259565	1	1	0	0	0	0
ENSG00000140368	280	209	199	306	315	360
ENSG00000260787	6	1	0	1	7	10
ENSG00000259652	0	1	0	2	1	1
ENSG00000140391	1736	2053	1989	1730	1967	1822
ENSG00000269951	40	13	7	25	21	23
ENSG00000173517	1700	2078	902	1693	2114	2206
ENSG00000230459	0	0	2	0	1	0
ENSG00000140382	2720	2928	2143	2339	2597	2795
ENSG00000259420	1	0	0	1	0	0
ENSG00000169783	5	1	1	0	1	0
ENSG00000261143	1	3	1	0	2	0
ENSG00000167202	2004	2924	2139	1638	2605	2430
ENSG00000259792	0	2	5	0	6	7
ENSG00000221476	2	0	0	0	0	0
ENSG00000183476	6	19	4	6	5	21
ENSG00000199633	0	0	0	0	0	1
ENSG00000136425	218	362	438	182	377	356
ENSG00000166411	2229	2388	1812	1441	1612	1550
ENSG00000260988	2	3	2	4	2	2
ENSG00000103740	12	12	11	6	9	22
ENSG00000140403	19	20	11	26	29	20
ENSG00000140395	1491	1661	1677	1169	1209	1011
ENSG00000259562	22	18	20	16	21	33
ENSG00000259322	6	3	3	3	1	2
ENSG00000136381	5769	5526	3854	3667	4836	5381
ENSG00000259474	0	0	0	0	1	1
ENSG00000188266	208	180	185	173	215	173
ENSG00000268838	1	2	5	1	2	0
ENSG00000041357	8282	8987	9443	6245	7085	6385
ENSG00000169684	266	406	474	234	419	386
ENSG00000261762	36	77	53	50	96	82
ENSG00000080644	152	792	437	281	1188	915
ENSG00000117971	8	8	5	8	9	8
ENSG00000259555	0	1	0	0	0	0
ENSG00000261303	0	2	0	0	1	0
ENSG00000213307	0	4	0	0	1	0
ENSG00000136378	17	61	59	21	197	258
ENSG00000185787	5639	5940	6068	3958	4652	4807
ENSG00000243711	0	1	1	0	0	0
ENSG00000252061	3	2	3	2	2	2
ENSG00000103811	105	77	99	260	260	313
ENSG00000058335	2	5	1	7	5	6
ENSG00000177699	1	1	0	2	0	1
ENSG00000259419	2	1	3	1	2	2
ENSG00000235711	0	3	1	0	1	4
ENSG00000166557	2319	2757	3592	1536	1971	1666
ENSG00000266543	0	1	0	0	0	0
ENSG00000261712	33	35	16	22	31	29
ENSG00000169330	383	479	365	197	319	437
ENSG00000259493	7	2	0	0	1	1
ENSG00000259548	0	1	0	2	3	0
ENSG00000136371	276	208	307	189	216	192
ENSG00000261229	4	4	1	3	4	1
ENSG00000259332	3	2	2	3	4	1
ENSG00000180953	93	71	98	43	53	69
ENSG00000259642	14	14	18	10	10	13
ENSG00000259770	0	0	1	0	0	0
ENSG00000140379	14	16	12	14	35	26
ENSG00000086666	2278	2234	2035	2000	2168	2185
ENSG00000103876	1611	1114	1110	811	888	587
ENSG00000259967	2	1	0	1	2	1
ENSG00000259417	1	6	7	7	2	3
ENSG00000172379	8	0	2	0	1	0
ENSG00000136379	235	380	364	195	421	373
ENSG00000271983	2	3	2	0	1	0
ENSG00000103888	22	21	12	15	22	24
ENSG00000259546	0	0	0	0	0	1
ENSG00000259649	0	0	0	0	0	1
ENSG00000117899	1339	1546	1469	1341	1675	1619
ENSG00000260619	1	3	0	1	1	2
ENSG00000140406	1873	1999	2042	1562	2668	3150
ENSG00000156206	2	1	0	0	1	0
ENSG00000259461	0	0	0	0	1	0
ENSG00000172349	190	328	305	522	891	1238
ENSG00000271725	0	1	1	3	4	3
ENSG00000172345	84	98	118	98	152	222
ENSG00000259343	65	48	48	48	80	55
ENSG00000188869	17	16	13	10	13	17
ENSG00000259372	6	55	58	9	39	34
ENSG00000259543	0	0	0	0	0	1
ENSG00000259594	0	7	2	0	9	2
ENSG00000259610	0	0	0	0	0	1
ENSG00000183496	512	703	779	797	1364	1682
ENSG00000140598	1744	1756	1484	1343	1285	1194
ENSG00000188659	32	22	19	14	16	10
ENSG00000259785	14	15	19	30	41	44
ENSG00000205281	0	2	2	0	0	1
ENSG00000225273	2	0	0	0	1	0
ENSG00000237550	2	1	8	1	2	7
ENSG00000188384	2	4	2	8	4	4
ENSG00000255769	1	0	0	1	1	2
ENSG00000186322	0	1	0	2	0	1
ENSG00000184779	0	1	0	0	0	0
ENSG00000259387	28	17	15	19	40	37
ENSG00000259328	1	2	1	1	4	6
ENSG00000205275	2	0	0	0	1	1
ENSG00000259243	0	2	0	0	0	0
ENSG00000259429	5	0	0	0	1	1
ENSG00000230903	9	6	13	8	7	4
ENSG00000196648	10	8	6	8	24	11
ENSG00000259472	1	0	0	1	0	5
ENSG00000254374	2	0	0	0	0	5
ENSG00000182774	25	20	31	12	17	15
ENSG00000260836	0	1	2	1	2	0
ENSG00000261086	1	0	3	0	0	1
ENSG00000214575	294	300	174	188	191	168
ENSG00000259462	4	7	3	3	6	0
ENSG00000103723	268	243	150	206	231	190
ENSG00000259707	3	0	0	0	2	4
ENSG00000228141	0	0	0	0	0	1
ENSG00000259315	14	12	18	23	27	30
ENSG00000259442	13	8	5	7	7	19
ENSG00000250988	103	81	65	71	39	46
ENSG00000252690	54	36	49	36	26	34
ENSG00000186628	1	3	2	1	0	1
ENSG00000156232	505	510	409	508	490	555
ENSG00000103942	979	1319	949	862	1172	1019
ENSG00000169612	249	226	274	213	251	233
ENSG00000169609	469	552	554	453	524	474
ENSG00000260608	6	5	4	7	9	12
ENSG00000249214	1	7	3	1	8	6
ENSG00000064726	3560	3467	3216	2721	3298	3196
ENSG00000259767	2	2	6	1	0	1
ENSG00000260351	0	1	0	0	0	0
ENSG00000259308	0	1	1	1	0	1
ENSG00000136404	475	752	696	356	666	600
ENSG00000260579	12	12	18	17	20	34
ENSG00000166503	2842	2762	2721	2453	3261	3541
ENSG00000259986	0	1	1	2	0	0
ENSG00000169594	0	0	0	0	4	0
ENSG00000140600	61	138	70	79	131	93
ENSG00000156218	0	0	1	0	1	0
ENSG00000259609	15	2	5	5	6	7
ENSG00000259404	57	44	30	60	49	46
ENSG00000259694	0	0	0	0	1	0
ENSG00000259511	9	2	2	6	4	7
ENSG00000259726	32	49	15	38	49	60
ENSG00000225151	128	146	155	164	171	205
ENSG00000240466	0	0	2	0	1	2
ENSG00000184206	18	7	16	16	17	13
ENSG00000259683	12	18	4	18	20	20
ENSG00000244056	2	5	0	2	2	8
ENSG00000259570	2	2	0	2	5	5
ENSG00000221247	1	0	0	0	0	0
ENSG00000235370	7	5	3	17	10	12
ENSG00000259538	0	0	0	0	0	1
ENSG00000259774	1	1	0	1	1	1
ENSG00000230373	14	18	19	24	32	32
ENSG00000259244	2	3	2	5	10	12
