ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
GO:0003705	transcription factor activity, RNA polymerase II distal enhancer sequence-specific binding	9/1264	114/22744	0.183255452676563	0.355887400850136	0.25760001520406	20682/11622/24136/51886/21677/15161/12606/15361/20471	9
GO:0004197	cysteine-type endopeptidase activity	8/1264	99/22744	0.184946796606379	0.358429948795006	0.259440373664885	12336/13030/12333/12368/72344/12337/76800/56464	8
GO:0072509	divalent inorganic cation transmembrane transporter activity	3/1264	27/22744	0.187475995160747	0.36258244012532	0.262446048570117	68427/53945/338365	3
GO:0017022	myosin binding	6/1264	70/22744	0.192763321672847	0.372041143475578	0.269292489666421	26362/26941/213019/227753/404710/233908	6
GO:0008083	growth factor activity	11/1264	147/22744	0.195159744415881	0.375892895815392	0.272080482326257	12977/14219/18295/12153/14573/13874/14825/14751/12064/20315/71839	11
GO:0004527	exonuclease activity	6/1264	71/22744	0.201438926555099	0.380198100871059	0.275196695165338	72068/71701/18606/101985/230738/211948	6
GO:0004869	cysteine-type endopeptidase inhibitor activity	6/1264	71/22744	0.201438926555099	0.380198100871059	0.275196695165338	20111/13014/11799/109689/13010/20723	6
GO:0097110	scaffold protein binding	6/1264	71/22744	0.201438926555099	0.380198100871059	0.275196695165338	12390/26556/12291/70998/22352/16511	6
GO:0005165	neurotrophin receptor binding	2/1264	15/22744	0.201448247476457	0.380198100871059	0.275196695165338	18708/12064	2
GO:0008381	mechanosensitive ion channel activity	2/1264	15/22744	0.201448247476457	0.380198100871059	0.275196695165338	234839/667742	2
GO:0015116	sulfate transmembrane transporter activity	2/1264	15/22744	0.201448247476457	0.380198100871059	0.275196695165338	67554/27376	2
GO:0016307	phosphatidylinositol phosphate kinase activity	2/1264	15/22744	0.201448247476457	0.380198100871059	0.275196695165338	240752/74769	2
GO:0030548	acetylcholine receptor regulator activity	2/1264	15/22744	0.201448247476457	0.380198100871059	0.275196695165338	17069/23936	2
GO:0050811	GABA receptor binding	2/1264	15/22744	0.201448247476457	0.380198100871059	0.275196695165338	56486/224860	2
GO:0099602	neurotransmitter receptor regulator activity	2/1264	15/22744	0.201448247476457	0.380198100871059	0.275196695165338	17069/23936	2
GO:0005227	calcium activated cation channel activity	3/1264	28/22744	0.201905619536759	0.380296126757992	0.27526764870262	208795/102566/68667	3
GO:0042805	actinin binding	4/1264	42/22744	0.203460656051372	0.380930330092189	0.275726700605389	213019/19126/231830/13138	4
GO:0051879	Hsp90 protein binding	4/1264	42/22744	0.203460656051372	0.380930330092189	0.275726700605389	11622/15185/13866/56351	4
GO:1901505	carbohydrate derivative transmembrane transporter activity	4/1264	42/22744	0.203460656051372	0.380930330092189	0.275726700605389	11740/71279/11666/66972	4
GO:0000049	tRNA binding	5/1264	57/22744	0.209157209527582	0.390815662424047	0.282881946205264	27267/234734/73192/105148/216443	5
GO:0005506	iron ion binding	12/1264	166/22744	0.213462621454104	0.39806747300984	0.28813098427937	13121/26433/18452/18451/20135/56050/16819/66234/235293/210530/24015/11761	12
GO:0008009	chemokine activity	4/1264	43/22744	0.215241914762683	0.399124691098506	0.288896224619612	20311/20309/14825/20315	4
GO:0016709	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen	4/1264	43/22744	0.215241914762683	0.399124691098506	0.288896224619612	13121/20775/66234/14261	4
GO:0004112	cyclic-nucleotide phosphodiesterase activity	3/1264	29/22744	0.216582588240021	0.399124691098506	0.288896224619612	12799/19084/18576	3
GO:0016702	oxidoreductase activity, acting on single donors with incorporation of molecular oxygen, incorporation of two atoms of oxygen	3/1264	29/22744	0.216582588240021	0.399124691098506	0.288896224619612	18452/18451/19225	3
GO:0070566	adenylyltransferase activity	3/1264	29/22744	0.216582588240021	0.399124691098506	0.288896224619612	23962/74080/100342	3
GO:0098918	structural constituent of synapse	3/1264	29/22744	0.216582588240021	0.399124691098506	0.288896224619612	26556/109711/13017	3
GO:0001227	DNA-binding transcription repressor activity, RNA polymerase II-specific	18/1264	264/22744	0.217373746041483	0.399797203503746	0.28938300556606	242705/11568/217166/21417/70998/16978/24136/19885/12591/12785/56449/15220/68837/67143/226442/50496/210719/72465	18
GO:0016684	oxidoreductase activity, acting on peroxide as acceptor	5/1264	58/22744	0.219276491419959	0.401694903923446	0.29075660759805	53381/66447/230784/19225/140742	5
GO:0005123	death receptor binding	2/1264	16/22744	0.222259760273207	0.401694903923446	0.29075660759805	69601/72843	2
GO:0005416	amino acid:cation symporter activity	2/1264	16/22744	0.222259760273207	0.401694903923446	0.29075660759805	102857/14664	2
GO:0008179	adenylate cyclase binding	2/1264	16/22744	0.222259760273207	0.401694903923446	0.29075660759805	110157/12313	2
GO:0016805	dipeptidase activity	2/1264	16/22744	0.222259760273207	0.401694903923446	0.29075660759805	11421/18624	2
GO:0016863	intramolecular oxidoreductase activity, transposing C=C bonds	2/1264	16/22744	0.222259760273207	0.401694903923446	0.29075660759805	23986/51798	2
GO:0030228	lipoprotein particle receptor activity	2/1264	16/22744	0.222259760273207	0.401694903923446	0.29075660759805	16835/171504	2
GO:0048038	quinone binding	2/1264	16/22744	0.222259760273207	0.401694903923446	0.29075660759805	59010/66052	2
GO:0070679	inositol 1,4,5 trisphosphate binding	2/1264	16/22744	0.222259760273207	0.401694903923446	0.29075660759805	16438/224860	2
GO:0032182	ubiquitin-like protein binding	7/1264	89/22744	0.225213031269485	0.406249660251494	0.294053451758741	16151/217379/50754/15185/17127/319719/100737	7
GO:0034212	peptide N-acetyltransferase activity	6/1264	74/22744	0.228273321991387	0.410979608498888	0.297477104120506	72117/72057/15161/231713/12593/74838	6
GO:0004407	histone deacetylase activity	3/1264	30/22744	0.231471609053864	0.414351849794893	0.299918014945243	15184/15185/232232	3
GO:0016701	oxidoreductase activity, acting on single donors with incorporation of molecular oxygen	3/1264	30/22744	0.231471609053864	0.414351849794893	0.299918014945243	18452/18451/19225	3
GO:0070325	lipoprotein particle receptor binding	3/1264	30/22744	0.231471609053864	0.414351849794893	0.299918014945243	12759/100102/17386	3
GO:0019001	guanyl nucleotide binding	24/1264	369/22744	0.240961750888156	0.426441245590282	0.308668615650019	14673/11565/11749/67844/18080/69237/217869/73296/15516/72512/13429/52187/11639/68895/235661/17532/235442/21817/320982/226421/11852/223881/52398/14852	24
GO:0032561	guanyl ribonucleotide binding	24/1264	369/22744	0.240961750888156	0.426441245590282	0.308668615650019	14673/11565/11749/67844/18080/69237/217869/73296/15516/72512/13429/52187/11639/68895/235661/17532/235442/21817/320982/226421/11852/223881/52398/14852	24
GO:0051117	ATPase binding	7/1264	91/22744	0.241862239439907	0.426441245590282	0.308668615650019	12389/11973/11975/55989/11931/19684/18708	7
GO:0004029	aldehyde dehydrogenase (NAD) activity	2/1264	17/22744	0.243226083572282	0.426441245590282	0.308668615650019	67689/107747	2
GO:0004622	lysophospholipase activity	2/1264	17/22744	0.243226083572282	0.426441245590282	0.308668615650019	18606/56209	2
GO:0004675	transmembrane receptor protein serine/threonine kinase activity	2/1264	17/22744	0.243226083572282	0.426441245590282	0.308668615650019	11479/21813	2
GO:0016290	palmitoyl-CoA hydrolase activity	2/1264	17/22744	0.243226083572282	0.426441245590282	0.308668615650019	19063/26897	2
GO:0030275	LRR domain binding	2/1264	17/22744	0.243226083572282	0.426441245590282	0.308668615650019	17967/11911	2
GO:0035173	histone kinase activity	2/1264	17/22744	0.243226083572282	0.426441245590282	0.308668615650019	12534/268697	2
GO:0043422	protein kinase B binding	2/1264	17/22744	0.243226083572282	0.426441245590282	0.308668615650019	68943/18576	2
GO:0051184	cofactor transmembrane transporter activity	2/1264	17/22744	0.243226083572282	0.426441245590282	0.308668615650019	102857/17250	2
GO:0032550	purine ribonucleoside binding	23/1264	353/22744	0.244068955374711	0.427120671905744	0.309160401053984	14673/11565/11749/67844/18080/69237/217869/73296/15516/13429/52187/11639/68895/235661/17532/235442/21817/320982/226421/11852/223881/52398/14852	23
GO:0015248	sterol transporter activity	3/1264	31/22744	0.246538504400945	0.428635752959561	0.310257053819905	170459/20280/228983	3
GO:0033558	protein deacetylase activity	3/1264	31/22744	0.246538504400945	0.428635752959561	0.310257053819905	15184/15185/232232	3
GO:0050699	WW domain binding	3/1264	31/22744	0.246538504400945	0.428635752959561	0.310257053819905	56722/65113/22381	3
GO:0005546	phosphatidylinositol-4,5-bisphosphate binding	6/1264	76/22744	0.246762586991645	0.428635752959561	0.310257053819905	17912/11752/13196/54525/83671/14369	6
GO:0001883	purine nucleoside binding	23/1264	357/22744	0.261103877217266	0.449060372573747	0.325040893625931	14673/11565/11749/67844/18080/69237/217869/73296/15516/13429/52187/11639/68895/235661/17532/235442/21817/320982/226421/11852/223881/52398/14852	23
GO:0005217	intracellular ligand-gated ion channel activity	3/1264	32/22744	0.2617503095931	0.449060372573747	0.325040893625931	94178/16438/19414	3
GO:0030332	cyclin binding	3/1264	32/22744	0.2617503095931	0.449060372573747	0.325040893625931	12534/12575/50754	3
GO:0051059	NF-kappaB binding	3/1264	32/22744	0.2617503095931	0.449060372573747	0.325040893625931	209456/11746/72504	3
GO:0016741	transferase activity, transferring one-carbon groups	14/1264	207/22744	0.26227248497423	0.449060372573747	0.325040893625931	72722/14450/108037/22171/71449/67092/116940/14056/107747/59035/72843/67956/107823/208266	14
GO:0008408	3'-5' exonuclease activity	4/1264	47/22744	0.263994945047915	0.449060372573747	0.325040893625931	72068/71701/101985/211948	4
GO:0070888	E-box binding	4/1264	47/22744	0.263994945047915	0.449060372573747	0.325040893625931	11622/217166/21417/18432	4
GO:0004550	nucleoside diphosphate kinase activity	2/1264	18/22744	0.264265805608431	0.449060372573747	0.325040893625931	11639/229949	2
GO:0016881	acid-amino acid ligase activity	2/1264	18/22744	0.264265805608431	0.449060372573747	0.325040893625931	14630/67534	2
GO:0032794	GTPase activating protein binding	2/1264	18/22744	0.264265805608431	0.449060372573747	0.325040893625931	66691/57778	2
GO:0046703	natural killer cell lectin-like receptor binding	2/1264	18/22744	0.264265805608431	0.449060372573747	0.325040893625931	15170/93694	2
GO:0070628	proteasome binding	2/1264	18/22744	0.264265805608431	0.449060372573747	0.325040893625931	15901/230249	2
GO:0032549	ribonucleoside binding	23/1264	358/22744	0.265435095952232	0.450231681741761	0.325888715883106	14673/11565/11749/67844/18080/69237/217869/73296/15516/13429/52187/11639/68895/235661/17532/235442/21817/320982/226421/11852/223881/52398/14852	23
GO:0051082	unfolded protein binding	7/1264	94/22744	0.26752436753975	0.452620030854224	0.327617461453232	227290/100037258/15516/15526/15510/67035/56351	7
GO:0008234	cysteine-type peptidase activity	12/1264	175/22744	0.267808227211188	0.452620030854224	0.327617461453232	12336/13030/12333/12368/94242/72344/12337/73945/235461/230738/76800/56464	12
GO:0008187	poly-pyrimidine tract binding	3/1264	33/22744	0.277075350484349	0.465764657265805	0.337131863917006	71701/56878/231207	3
GO:0016776	phosphotransferase activity, phosphate group as acceptor	3/1264	33/22744	0.277075350484349	0.465764657265805	0.337131863917006	11639/56524/229949	3
GO:0017080	sodium channel regulator activity	3/1264	33/22744	0.277075350484349	0.465764657265805	0.337131863917006	18301/83814/100102	3
GO:0070851	growth factor receptor binding	10/1264	144/22744	0.279676700474739	0.46929650276441	0.339688300171748	12505/14360/16416/26941/14573/16177/69601/13601/13874/18708	10
GO:0016835	carbon-oxygen lyase activity	5/1264	64/22744	0.282682089652477	0.473492500167899	0.342725465838059	52430/76459/15361/12593/13808	5
GO:0017127	cholesterol transporter activity	2/1264	19/22744	0.285306072232589	0.474498396727249	0.343453558398693	170459/20280	2
GO:0034593	phosphatidylinositol bisphosphate phosphatase activity	2/1264	19/22744	0.285306072232589	0.474498396727249	0.343453558398693	19062/16330	2
GO:0097602	cullin family protein binding	2/1264	19/22744	0.285306072232589	0.474498396727249	0.343453558398693	71393/100737	2
GO:0099186	structural constituent of postsynapse	2/1264	19/22744	0.285306072232589	0.474498396727249	0.343453558398693	26556/109711	2
GO:0016796	exonuclease activity, active with either ribo- or deoxyribonucleic acids and producing 5'-phosphomonoesters	4/1264	49/22744	0.289102262566703	0.479960924402774	0.347407469688912	72068/71701/101985/211948	4
GO:0005525	GTP binding	22/1264	347/22744	0.291962244668153	0.483009398024361	0.349614029542939	14673/11565/11749/67844/18080/69237/217869/73296/15516/13429/52187/11639/68895/17532/235442/21817/320982/226421/11852/223881/52398/14852	22
GO:0000149	SNARE binding	8/1264	113/22744	0.292067223132093	0.483009398024361	0.349614029542939	12390/12389/56389/74190/54525/55925/228545/22320	8
GO:0016831	carboxy-lyase activity	3/1264	34/22744	0.292483302854837	0.483009398024361	0.349614029542939	192156/22247/14718	3
GO:0001047	core promoter binding	4/1264	50/22744	0.301779086334613	0.496611899968188	0.359459853528763	15081/106298/14056/239528	4
GO:0008028	monocarboxylic acid transmembrane transporter activity	4/1264	50/22744	0.301779086334613	0.496611899968188	0.359459853528763	26457/239273/20501/104681	4
GO:0008276	protein methyltransferase activity	6/1264	82/22744	0.304446393020621	0.497907125357442	0.360397369381158	72722/14056/59035/67956/107823/208266	6
GO:0008373	sialyltransferase activity	2/1264	20/22744	0.30628188841284	0.497907125357442	0.360397369381158	20440/20444	2
GO:0035259	glucocorticoid receptor binding	2/1264	20/22744	0.30628188841284	0.497907125357442	0.360397369381158	15370/17127	2
GO:0042975	peroxisome proliferator activated receptor binding	2/1264	20/22744	0.30628188841284	0.497907125357442	0.360397369381158	16151/15361	2
GO:0043274	phospholipase binding	2/1264	20/22744	0.30628188841284	0.497907125357442	0.360397369381158	17295/16906	2
GO:0052745	inositol phosphate phosphatase activity	2/1264	20/22744	0.30628188841284	0.497907125357442	0.360397369381158	19062/16330	2
GO:0090482	vitamin transmembrane transporter activity	2/1264	20/22744	0.30628188841284	0.497907125357442	0.360397369381158	19662/20525	2
GO:0043014	alpha-tubulin binding	3/1264	35/22744	0.3079452356397	0.499745036384151	0.361727694386463	14360/15185/320982	3
GO:0001882	nucleoside binding	23/1264	368/22744	0.310166784151538	0.502480904204046	0.363707982506576	14673/11565/11749/67844/18080/69237/217869/73296/15516/13429/52187/11639/68895/235661/17532/235442/21817/320982/226421/11852/223881/52398/14852	23
GO:0016811	hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amides	6/1264	83/22744	0.314303973537001	0.507773319759856	0.367538762479079	15184/66190/15185/232232/230379/216456	6
GO:0051018	protein kinase A binding	4/1264	51/22744	0.314516310000508	0.507773319759856	0.367538762479079	20682/19084/18767/26422	4
GO:0005200	structural constituent of cytoskeleton	5/1264	67/22744	0.315622889297815	0.508684312992012	0.36819816168763	22352/18286/22003/20754/70549	5
GO:0005262	calcium channel activity	8/1264	116/22744	0.316854342451028	0.50979309300011	0.369000723807733	94178/11749/12291/16410/16438/19414/68667/269717	8
GO:0000982	transcription factor activity, RNA polymerase II proximal promoter sequence-specific DNA binding	30/1264	491/22744	0.321591781384909	0.516529265306583	0.373876530269045	20682/13393/22259/16600/13710/15184/13661/83396/17865/242705/217166/15370/21425/13819/16978/19885/12606/72843/15220/12393/68837/226442/11911/15361/20471/17132/50496/13170/210719/72475	30
GO:0005246	calcium channel regulator activity	3/1264	36/22744	0.323433639920663	0.517714597688707	0.374734502871974	66109/16438/100043272	3
GO:0051019	mitogen-activated protein kinase binding	3/1264	36/22744	0.323433639920663	0.517714597688707	0.374734502871974	11421/13537/18798	3
GO:0033293	monocarboxylic acid binding	5/1264	68/22744	0.326715307054426	0.517716193950717	0.374735658285504	20181/107476/11430/22337/20280	5
GO:0001091	RNA polymerase II basal transcription factor binding	2/1264	21/22744	0.327135470846463	0.517716193950717	0.374735658285504	11622/55989	2
GO:0001848	complement binding	2/1264	21/22744	0.327135470846463	0.517716193950717	0.374735658285504	70417/12268	2
GO:0008327	methyl-CpG binding	2/1264	21/22744	0.327135470846463	0.517716193950717	0.374735658285504	12591/114565	2
GO:0019200	carbohydrate kinase activity	2/1264	21/22744	0.327135470846463	0.517716193950717	0.374735658285504	18640/15275	2
GO:0030552	cAMP binding	2/1264	21/22744	0.327135470846463	0.517716193950717	0.374735658285504	19084/223864	2
GO:1990841	promoter-specific chromatin binding	4/1264	52/22744	0.327298190845176	0.517716193950717	0.374735658285504	16600/12394/14056/320790	4
GO:0016409	palmitoyltransferase activity	3/1264	37/22744	0.338922445418205	0.532511312901635	0.385444727664184	20773/12894/66183	3
GO:0016877	ligase activity, forming carbon-sulfur bonds	3/1264	37/22744	0.338922445418205	0.532511312901635	0.385444727664184	26457/74153/231380	3
GO:0031369	translation initiation factor binding	3/1264	37/22744	0.338922445418205	0.532511312901635	0.385444727664184	13046/217869/73158	3
GO:0046915	transition metal ion transmembrane transporter activity	3/1264	37/22744	0.338922445418205	0.532511312901635	0.385444727664184	68427/53945/50765	3
GO:0016278	lysine N-methyltransferase activity	4/1264	53/22744	0.340109454055508	0.532592100006788	0.385503203349095	14056/67956/107823/208266	4
GO:0016279	protein-lysine N-methyltransferase activity	4/1264	53/22744	0.340109454055508	0.532592100006788	0.385503203349095	14056/67956/107823/208266	4
GO:0016641	oxidoreductase activity, acting on the CH-NH2 group of donors, oxygen as acceptor	2/1264	22/22744	0.347815648166286	0.541104912710369	0.391664985633697	17161/16949	2
GO:0140103	catalytic activity, acting on a glycoprotein	2/1264	22/22744	0.347815648166286	0.541104912710369	0.391664985633697	103534/17309	2
GO:0003697	single-stranded DNA binding	7/1264	103/22744	0.348052980302325	0.541104912710369	0.391664985633697	68275/70024/14211/19891/12785/56449/72475	7
GO:0009055	electron transfer activity	5/1264	70/22744	0.349006899989097	0.541104912710369	0.391664985633697	50493/13382/73723/66052/11761	5
GO:0016597	amino acid binding	5/1264	70/22744	0.349006899989097	0.541104912710369	0.391664985633697	108037/69219/230784/234734/140742	5
GO:0043130	ubiquitin binding	5/1264	70/22744	0.349006899989097	0.541104912710369	0.391664985633697	16151/217379/50754/15185/17127	5
GO:0015078	proton transmembrane transporter activity	8/1264	120/22744	0.350482554021958	0.542496098469631	0.392671959951646	11972/11974/11973/11975/11938/114143/234076/269356	8
GO:0016836	hydro-lyase activity	4/1264	54/22744	0.35293531773592	0.544050786320165	0.393797281086866	52430/76459/12593/13808	4
GO:0008138	protein tyrosine/serine/threonine phosphatase activity	3/1264	38/22744	0.354387026057165	0.544050786320165	0.393797281086866	13537/245857/18218	3
GO:0016655	oxidoreductase activity, acting on NAD(P)H, quinone or similar compound as acceptor	3/1264	38/22744	0.354387026057165	0.544050786320165	0.393797281086866	28200/12972/67880	3
GO:0016893	endonuclease activity, active with either ribo- or deoxyribonucleic acids and producing 5'-phosphomonoesters	3/1264	38/22744	0.354387026057165	0.544050786320165	0.393797281086866	69537/67724/239528	3
GO:0043175	RNA polymerase core enzyme binding	3/1264	38/22744	0.354387026057165	0.544050786320165	0.393797281086866	106298/239528/13866	3
GO:0015081	sodium ion transmembrane transporter activity	9/1264	138/22744	0.359870773338039	0.551566642795883	0.399237442041684	102857/218756/11931/14664/170756/11928/20541/54403/269356	9
GO:0016627	oxidoreductase activity, acting on the CH-CH group of donors	4/1264	55/22744	0.365761513925178	0.555891563900356	0.40236792583967	11430/66052/11364/77219	4
GO:1902936	phosphatidylinositol bisphosphate binding	7/1264	105/22744	0.366382078221058	0.555891563900356	0.40236792583967	17912/11752/13196/54525/83671/83436/14369	7
GO:0000983	transcription factor activity, RNA polymerase II core promoter sequence-specific DNA binding	2/1264	23/22744	0.368277305457176	0.555891563900356	0.40236792583967	17127/72504	2
GO:0008307	structural constituent of muscle	2/1264	23/22744	0.368277305457176	0.555891563900356	0.40236792583967	68810/13138	2
GO:0010485	H4 histone acetyltransferase activity	2/1264	23/22744	0.368277305457176	0.555891563900356	0.40236792583967	72117/15161	2
GO:0015026	coreceptor activity	2/1264	23/22744	0.368277305457176	0.555891563900356	0.40236792583967	71461/12778	2
GO:0015101	organic cation transmembrane transporter activity	2/1264	23/22744	0.368277305457176	0.555891563900356	0.40236792583967	102857/30805	2
GO:0047617	acyl-CoA hydrolase activity	2/1264	23/22744	0.368277305457176	0.555891563900356	0.40236792583967	19063/26897	2
GO:0001046	core promoter sequence-specific DNA binding	3/1264	39/22744	0.369804196027529	0.555891563900356	0.40236792583967	15081/106298/14056	3
GO:0019205	nucleobase-containing compound kinase activity	3/1264	39/22744	0.369804196027529	0.555891563900356	0.40236792583967	11639/56524/229949	3
GO:0032266	phosphatidylinositol-3-phosphate binding	3/1264	39/22744	0.369804196027529	0.555891563900356	0.40236792583967	13196/69601/211978	3
GO:0032451	demethylase activity	3/1264	39/22744	0.369804196027529	0.555891563900356	0.40236792583967	13121/22289/108829	3
GO:0000217	DNA secondary structure binding	2/1264	24/22744	0.388480870016033	0.578404850912761	0.418663594252868	58186/269582	2
GO:0003887	DNA-directed DNA polymerase activity	2/1264	24/22744	0.388480870016033	0.578404850912761	0.418663594252868	54125/69745	2
GO:0016722	oxidoreductase activity, oxidizing metal ions	2/1264	24/22744	0.388480870016033	0.578404850912761	0.418663594252868	117167/13056	2
GO:0030742	GTP-dependent protein binding	2/1264	24/22744	0.388480870016033	0.578404850912761	0.418663594252868	67844/17532	2
GO:0043539	protein serine/threonine kinase activator activity	2/1264	24/22744	0.388480870016033	0.578404850912761	0.418663594252868	16859/27214	2
GO:0052866	phosphatidylinositol phosphate phosphatase activity	2/1264	24/22744	0.388480870016033	0.578404850912761	0.418663594252868	19062/16330	2
GO:1901981	phosphatidylinositol phosphate binding	10/1264	159/22744	0.390287342717984	0.580173577606132	0.419943841943615	17912/11752/13196/54525/69601/83671/83436/218952/14369/211978	10
GO:0046873	metal ion transmembrane transporter activity	25/1264	421/22744	0.395254530497938	0.58662776836561	0.424615543256445	68427/94178/20499/11749/16499/102857/12291/218756/53945/11931/16410/14664/11938/50765/16438/19414/170756/11928/68667/16511/269717/20541/54403/94219/269356	25
GO:0003924	GTPase activity	17/1264	282/22744	0.400335836734056	0.592405709359488	0.428797758429884	14673/11565/67844/69237/73296/13429/52187/68895/17532/66066/14701/235442/226421/11852/223881/52398/14852	17
GO:0019213	deacetylase activity	3/1264	41/22744	0.4004106820191	0.592405709359488	0.428797758429884	15184/15185/232232	3
GO:0016782	transferase activity, transferring sulfur-containing groups	5/1264	75/22744	0.40490807588526	0.593909366964044	0.429886142623508	67041/69083/77032/58250/59031	5
GO:0019843	rRNA binding	5/1264	75/22744	0.40490807588526	0.593909366964044	0.429886142623508	16890/56200/67239/59014/69956	5
GO:0019905	syntaxin binding	5/1264	75/22744	0.40490807588526	0.593909366964044	0.429886142623508	12390/12389/55925/228545/22320	5
GO:0000979	RNA polymerase II core promoter sequence-specific DNA binding	2/1264	25/22744	0.408391835492333	0.593909366964044	0.429886142623508	15081/14056	2
GO:0005343	organic acid:sodium symporter activity	2/1264	25/22744	0.408391835492333	0.593909366964044	0.429886142623508	102857/14664	2
GO:0016289	CoA hydrolase activity	2/1264	25/22744	0.408391835492333	0.593909366964044	0.429886142623508	19063/26897	2
GO:0019957	C-C chemokine binding	2/1264	25/22744	0.408391835492333	0.593909366964044	0.429886142623508	12778/22695	2
GO:0032452	histone demethylase activity	2/1264	25/22744	0.408391835492333	0.593909366964044	0.429886142623508	22289/108829	2
GO:0035250	UDP-galactosyltransferase activity	2/1264	25/22744	0.408391835492333	0.593909366964044	0.429886142623508	26433/57370	2
GO:0043325	phosphatidylinositol-3,4-bisphosphate binding	2/1264	25/22744	0.408391835492333	0.593909366964044	0.429886142623508	11752/83436	2
GO:0046966	thyroid hormone receptor binding	2/1264	25/22744	0.408391835492333	0.593909366964044	0.429886142623508	233908/214855	2
GO:0005125	cytokine activity	13/1264	214/22744	0.411330146565954	0.597256466685549	0.432308855360991	12931/12977/12153/77125/209588/20311/20309/14825/14824/14751/16173/58210/20315	13
GO:0005109	frizzled binding	3/1264	42/22744	0.415560684016617	0.600805936161725	0.43487804828225	22419/22417/14369	3
GO:0048487	beta-tubulin binding	3/1264	42/22744	0.415560684016617	0.600805936161725	0.43487804828225	56486/19735/15185	3
GO:0016765	transferase activity, transferring alkyl or aryl (other than methyl) groups	4/1264	59/22744	0.416803123918189	0.600805936161725	0.43487804828225	20810/14873/66447/107869	4
GO:0000980	RNA polymerase II distal enhancer sequence-specific DNA binding	6/1264	94/22744	0.424441542812265	0.600805936161725	0.43487804828225	15081/67500/67488/12591/226442/11911	6
GO:0004190	aspartic-type endopeptidase activity	2/1264	26/22744	0.427980321736636	0.600805936161725	0.43487804828225	66552/73218	2
GO:0005328	neurotransmitter:sodium symporter activity	2/1264	26/22744	0.427980321736636	0.600805936161725	0.43487804828225	102857/14664	2
GO:0005537	mannose binding	2/1264	26/22744	0.427980321736636	0.600805936161725	0.43487804828225	214895/66890	2
GO:0016638	oxidoreductase activity, acting on the CH-NH2 group of donors	2/1264	26/22744	0.427980321736636	0.600805936161725	0.43487804828225	17161/16949	2
GO:0016891	endoribonuclease activity, producing 5'-phosphomonoesters	2/1264	26/22744	0.427980321736636	0.600805936161725	0.43487804828225	67724/239528	2
GO:0043022	ribosome binding	4/1264	60/22744	0.429435971570298	0.600805936161725	0.43487804828225	231207/231659/230738/74838	4
GO:1901618	organic hydroxy compound transmembrane transporter activity	3/1264	43/22744	0.430584591710662	0.600805936161725	0.43487804828225	19662/11828/20501	3
GO:0003854	3-beta-hydroxy-delta5-steroid dehydrogenase activity	1/1264	10/22744	0.43555227781447	0.600805936161725	0.43487804828225	101502	1
GO:0003995	acyl-CoA dehydrogenase activity	1/1264	10/22744	0.43555227781447	0.600805936161725	0.43487804828225	11364	1
GO:0004028	3-chloroallyl aldehyde dehydrogenase activity	1/1264	10/22744	0.43555227781447	0.600805936161725	0.43487804828225	67689	1
GO:0004955	prostaglandin receptor activity	1/1264	10/22744	0.43555227781447	0.600805936161725	0.43487804828225	19219	1
GO:0005041	low-density lipoprotein particle receptor activity	1/1264	10/22744	0.43555227781447	0.600805936161725	0.43487804828225	16835	1
GO:0008474	palmitoyl-(protein) hydrolase activity	1/1264	10/22744	0.43555227781447	0.600805936161725	0.43487804828225	19063	1
GO:0010857	calcium-dependent protein kinase activity	1/1264	10/22744	0.43555227781447	0.600805936161725	0.43487804828225	68943	1
GO:0015174	basic amino acid transmembrane transporter activity	1/1264	10/22744	0.43555227781447	0.600805936161725	0.43487804828225	11987	1
GO:0015379	potassium:chloride symporter activity	1/1264	10/22744	0.43555227781447	0.600805936161725	0.43487804828225	20499	1
GO:0016868	intramolecular transferase activity, phosphotransferases	1/1264	10/22744	0.43555227781447	0.600805936161725	0.43487804828225	12183	1
GO:0017162	aryl hydrocarbon receptor binding	1/1264	10/22744	0.43555227781447	0.600805936161725	0.43487804828225	11622	1
GO:0035197	siRNA binding	1/1264	10/22744	0.43555227781447	0.600805936161725	0.43487804828225	239528	1
GO:0042577	lipid phosphatase activity	1/1264	10/22744	0.43555227781447	0.600805936161725	0.43487804828225	229791	1
GO:0043208	glycosphingolipid binding	1/1264	10/22744	0.43555227781447	0.600805936161725	0.43487804828225	226519	1
GO:0043995	histone acetyltransferase activity (H4-K5 specific)	1/1264	10/22744	0.43555227781447	0.600805936161725	0.43487804828225	15161	1
GO:0043996	histone acetyltransferase activity (H4-K8 specific)	1/1264	10/22744	0.43555227781447	0.600805936161725	0.43487804828225	15161	1
GO:0046972	histone acetyltransferase activity (H4-K16 specific)	1/1264	10/22744	0.43555227781447	0.600805936161725	0.43487804828225	15161	1
GO:0050308	sugar-phosphatase activity	1/1264	10/22744	0.43555227781447	0.600805936161725	0.43487804828225	18640	1
GO:0070016	armadillo repeat domain binding	1/1264	10/22744	0.43555227781447	0.600805936161725	0.43487804828225	67488	1
GO:0070513	death domain binding	1/1264	10/22744	0.43555227781447	0.600805936161725	0.43487804828225	223453	1
